Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"IBE","IBERDROLA SA","Equity","0.12","12.33","4,299,879.00","53,017,314.58","53,017,314.58","Utilities","ES0144580Y14","Bolsa De Madrid","Spain","EUR"
"BAS","BASF N","Equity","0.12","78.77","670,333.00","52,802,213.53","52,802,213.53","Materials","DE000BASF111","Xetra","Germany","EUR"
"DAI","DAIMLER AG","Equity","0.12","84.48","618,334.00","52,237,375.72","52,237,375.72","Consumer Discretionary","DE0007100000","Xetra","Germany","EUR"
"BAM.A","BROOKFIELD ASSET MANAGEMENT INC CL","Equity","0.12","56.45","924,851.00","52,206,308.98","52,206,308.98","Financials","CA1125851040","Toronto Stock Exchange","Canada","CAD"
"EW","EDWARDS LIFESCIENCES CORP","Equity","0.12","118.04","441,968.00","52,169,902.72","52,169,902.72","Health Care","US28176E1082","New York Stock Exchange Inc.","United States","USD"
"HCA","HCA HEALTHCARE INC","Equity","0.12","253.49","205,428.00","52,073,943.72","52,073,943.72","Health Care","US40412C1018","New York Stock Exchange Inc.","United States","USD"
"CME","CME GROUP INC CLASS A","Equity","0.12","199.29","261,029.00","52,020,469.41","52,020,469.41","Financials","US12572Q1058","NASDAQ","United States","USD"
"SO","SOUTHERN","Equity","0.12","65.75","786,311.00","51,699,948.25","51,699,948.25","Utilities","US8425871071","New York Stock Exchange Inc.","United States","USD"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Equity","0.12","347.50","148,507.00","51,606,182.50","51,606,182.50","Information Technology","US98980L1017","NASDAQ","United States","USD"
"9984","SOFTBANK GROUP CORP","Equity","0.12","55.98","919,322.00","51,459,614.61","51,459,614.61","Communication","JP3436100006","Tokyo Stock Exchange","Japan","JPY"
"DPW","DEUTSCHE POST AG","Equity","0.12","70.40","726,356.00","51,138,827.61","51,138,827.61","Industrials","DE0005552004","Xetra","Germany","EUR"
"6367","DAIKIN INDUSTRIES LTD","Equity","0.12","245.62","206,549.00","50,732,817.02","50,732,817.02","Industrials","JP3481800005","Tokyo Stock Exchange","Japan","JPY"
"BNP","BNP PARIBAS SA","Equity","0.11","62.53","807,126.00","50,473,382.27","50,473,382.27","Financials","FR0000131104","Nyse Euronext - Euronext Paris","France","EUR"
"ILMN","ILLUMINA INC","Equity","0.11","457.00","110,197.00","50,360,029.00","50,360,029.00","Health Care","US4523271090","NASDAQ","United States","USD"
"SNAP","SNAP INC CLASS A","Equity","0.11","74.51","674,493.00","50,256,473.43","50,256,473.43","Communication","US83304A1060","New York Stock Exchange Inc.","United States","USD"
"FISV","FISERV INC","Equity","0.11","116.96","428,534.00","50,121,336.64","50,121,336.64","Information Technology","US3377381088","NASDAQ","United States","USD"
"WBC","WESTPAC BANKING CORPORATION CORP","Equity","0.11","18.83","2,653,356.00","49,963,038.42","49,963,038.42","Financials","AU000000WBC1","Asx - All Markets","Australia","AUD"
"ZURN","ZURICH INSURANCE GROUP AG","Equity","0.11","438.51","113,266.00","49,668,634.03","49,668,634.03","Financials","CH0011075394","SIX Swiss Exchange","Switzerland","CHF"
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.11","677.08","73,026.00","49,444,444.08","49,444,444.08","Health Care","US75886F1075","NASDAQ","United States","USD"
"BHP","BHP GROUP PLC","Equity","0.11","31.37","1,569,681.00","49,236,340.90","49,236,340.90","Materials","GB00BH0P3Z91","London Stock Exchange","United Kingdom","GBP"
"ETN","EATON PLC","Equity","0.11","170.21","288,230.00","49,059,628.30","49,059,628.30","Industrials","IE00B8KQN827","New York Stock Exchange Inc.","United States","USD"
"ADS","ADIDAS N AG","Equity","0.11","356.39","137,457.00","48,988,134.59","48,988,134.59","Consumer Discretionary","DE000A1EWWW0","Xetra","Germany","EUR"
"FDX","FEDEX CORP","Equity","0.11","265.54","184,080.00","48,880,603.20","48,880,603.20","Industrials","US31428X1063","New York Stock Exchange Inc.","United States","USD"
"8306","MITSUBISHI UFJ FINANCIAL GROUP INC","Equity","0.11","5.37","9,100,236.00","48,877,387.84","48,877,387.84","Financials","JP3902900004","Tokyo Stock Exchange","Japan","JPY"
"NAB","NATIONAL AUSTRALIA BANK LTD","Equity","0.11","20.10","2,416,400.00","48,569,806.73","48,569,806.73","Financials","AU000000NAB4","Asx - All Markets","Australia","AUD"
"388","HONG KONG EXCHANGES AND CLEARING L","Equity","0.11","63.14","769,007.00","48,553,372.49","48,553,372.49","Financials","HK0388045442","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"ADSK","AUTODESK INC","Equity","0.11","313.39","154,883.00","48,538,783.37","48,538,783.37","Information Technology","US0527691069","NASDAQ","United States","USD"
"WM","WASTE MANAGEMENT INC","Equity","0.11","155.13","308,835.00","47,909,573.55","47,909,573.55","Industrials","US94106L1098","New York Stock Exchange Inc.","United States","USD"
"NSC","NORFOLK SOUTHERN CORP","Equity","0.11","258.23","184,882.00","47,742,078.86","47,742,078.86","Industrials","US6558441084","New York Stock Exchange Inc.","United States","USD"
"ABBN","ABB LTD","Equity","0.11","37.50","1,271,834.00","47,691,171.77","47,691,171.77","Industrials","CH0012221716","SIX Swiss Exchange","Switzerland","CHF"
"ICE","INTERCONTINENTAL EXCHANGE INC","Equity","0.11","119.36","398,804.00","47,601,245.44","47,601,245.44","Financials","US45866F1049","New York Stock Exchange Inc.","United States","USD"
"BMO","BANK OF MONTREAL","Equity","0.11","100.02","471,247.00","47,134,058.68","47,134,058.68","Financials","CA0636711016","Toronto Stock Exchange","Canada","CAD"
"7741","HOYA CORP","Equity","0.11","159.41","295,223.00","47,061,616.49","47,061,616.49","Health Care","JP3837800006","Tokyo Stock Exchange","Japan","JPY"
"AON","AON PLC CLASS A","Equity","0.11","285.34","164,884.00","47,048,000.56","47,048,000.56","Financials","IE00BLP1HW54","New York Stock Exchange Inc.","United States","USD"
"CL","COLGATE-PALMOLIVE","Equity","0.11","77.65","604,603.00","46,947,422.95","46,947,422.95","Consumer Staples","US1941621039","New York Stock Exchange Inc.","United States","USD"
"D","DOMINION ENERGY INC","Equity","0.11","78.30","593,632.00","46,481,385.60","46,481,385.60","Utilities","US25746U1097","New York Stock Exchange Inc.","United States","USD"
"MCO","MOODYS CORP","Equity","0.11","381.09","121,937.00","46,468,971.33","46,468,971.33","Financials","US6153691059","New York Stock Exchange Inc.","United States","USD"
"SAN","BANCO SANTANDER SA","Equity","0.11","3.68","12,607,479.00","46,456,387.85","46,456,387.85","Financials","ES0113900J37","Bolsa De Madrid","Spain","EUR"
"GM","GENERAL MOTORS","Equity","0.10","49.17","935,937.00","46,020,022.29","46,020,022.29","Consumer Discretionary","US37045V1008","New York Stock Exchange Inc.","United States","USD"
"EMR","EMERSON ELECTRIC","Equity","0.10","105.27","436,027.00","45,900,562.29","45,900,562.29","Industrials","US2910111044","New York Stock Exchange Inc.","United States","USD"
"NXPI","NXP SEMICONDUCTORS NV","Equity","0.10","227.64","201,458.00","45,859,899.12","45,859,899.12","Information Technology","NL0009538784","NASDAQ","United States","USD"
"ATVI","ACTIVISION BLIZZARD INC","Equity","0.10","81.12","560,447.00","45,463,460.64","45,463,460.64","Communication","US00507V1098","NASDAQ","United States","USD"
"BSX","BOSTON SCIENTIFIC CORP","Equity","0.10","44.83","1,007,326.00","45,158,424.58","45,158,424.58","Health Care","US1011371077","New York Stock Exchange Inc.","United States","USD"
"UBSG","UBS GROUP AG","Equity","0.10","16.75","2,684,856.00","44,960,090.65","44,960,090.65","Financials","CH0244767585","SIX Swiss Exchange","Switzerland","CHF"
"KER","KERING SA","Equity","0.10","792.42","56,577.00","44,832,793.86","44,832,793.86","Consumer Discretionary","FR0000121485","Nyse Euronext - Euronext Paris","France","EUR"
"ADYEN","ADYEN NV","Equity","0.10","3,244.13","13,813.00","44,811,237.45","44,811,237.45","Information Technology","NL0012969182","Euronext Amsterdam","Netherlands","EUR"
"LONN","LONZA GROUP AG","Equity","0.10","846.90","52,792.00","44,709,386.61","44,709,386.61","Health Care","CH0013841017","SIX Swiss Exchange","Switzerland","CHF"
"TWLO","TWILIO INC CLASS A","Equity","0.10","366.68","119,875.00","43,955,765.00","43,955,765.00","Information Technology","US90138F1021","New York Stock Exchange Inc.","United States","USD"
"DOCU","DOCUSIGN INC","Equity","0.10","303.64","143,131.00","43,460,296.84","43,460,296.84","Information Technology","US2561631068","NASDAQ","United States","USD"
"REL","RELX PLC","Equity","0.10","29.95","1,450,551.00","43,444,114.87","43,444,114.87","Industrials","GB00B2B0DG97","London Stock Exchange","United Kingdom","GBP"
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.10","270.20","160,100.00","43,259,020.00","43,259,020.00","Materials","US0091581068","New York Stock Exchange Inc.","United States","USD"
"4063","SHIN ETSU CHEMICAL LTD","Equity","0.10","162.87","263,157.00","42,859,836.22","42,859,836.22","Materials","JP3371200001","Tokyo Stock Exchange","Japan","JPY"
"DG","VINCI SA","Equity","0.10","106.73","401,270.00","42,829,053.47","42,829,053.47","Industrials","FR0000125486","Nyse Euronext - Euronext Paris","France","EUR"
"NOC","NORTHROP GRUMMAN CORP","Equity","0.10","367.62","116,211.00","42,721,487.82","42,721,487.82","Industrials","US6668071029","New York Stock Exchange Inc.","United States","USD"
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING","Equity","0.10","20.44","2,088,942.00","42,689,200.92","42,689,200.92","Financials","AU000000ANZ3","Asx - All Markets","Australia","AUD"
"8035","TOKYO ELECTRON LTD","Equity","0.10","423.73","100,680.00","42,661,094.58","42,661,094.58","Information Technology","JP3571400005","Tokyo Stock Exchange","Japan","JPY"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Equity","0.10","111.57","382,171.00","42,637,275.48","42,637,275.48","Consumer Discretionary","CH0210483332","SIX Swiss Exchange","Switzerland","CHF"
"PGR","PROGRESSIVE CORP","Equity","0.10","96.15","436,282.00","41,948,514.30","41,948,514.30","Financials","US7433151039","New York Stock Exchange Inc.","United States","USD"
"IDXX","IDEXX LABORATORIES INC","Equity","0.09","686.97","60,575.00","41,613,207.75","41,613,207.75","Health Care","US45168D1046","NASDAQ","United States","USD"
"IFX","INFINEON TECHNOLOGIES AG","Equity","0.09","42.97","965,611.00","41,488,498.71","41,488,498.71","Information Technology","DE0006231004","Xetra","Germany","EUR"
"DG","DOLLAR GENERAL CORP","Equity","0.09","225.36","183,204.00","41,286,853.44","41,286,853.44","Consumer Discretionary","US2566771059","New York Stock Exchange Inc.","United States","USD"
"BIIB","BIOGEN INC","Equity","0.09","344.42","118,957.00","40,971,169.94","40,971,169.94","Health Care","US09062X1037","NASDAQ","United States","USD"
"DSV","DSV PANALPINA","Equity","0.09","255.78","159,043.00","40,680,606.14","40,680,606.14","Industrials","DK0060079531","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.09","74.97","539,722.00","40,462,958.34","40,462,958.34","Industrials","IE00BY7QL619","New York Stock Exchange Inc.","United States","USD"
"ECL","ECOLAB INC","Equity","0.09","225.48","179,321.00","40,433,299.08","40,433,299.08","Materials","US2788651006","New York Stock Exchange Inc.","United States","USD"
"A","AGILENT TECHNOLOGIES INC","Equity","0.09","176.73","228,802.00","40,436,177.46","40,436,177.46","Health Care","US00846U1016","New York Stock Exchange Inc.","United States","USD"
"MSCI","MSCI INC","Equity","0.09","638.43","62,850.00","40,125,325.50","40,125,325.50","Financials","US55354G1004","New York Stock Exchange Inc.","United States","USD"
"KLAC","KLA CORP","Equity","0.09","342.11","117,070.00","40,050,817.70","40,050,817.70","Information Technology","US4824801009","NASDAQ","United States","USD"
"EL","ESSILORLUXOTTICA SA","Equity","0.09","191.69","208,101.00","39,890,163.57","39,890,163.57","Consumer Discretionary","FR0000121667","Nyse Euronext - Euronext Paris","France","EUR"
"CS","AXA SA","Equity","0.09","28.26","1,410,635.00","39,870,899.31","39,870,899.31","Financials","FR0000120628","Nyse Euronext - Euronext Paris","France","EUR"
"INGA","ING GROEP NV","Equity","0.09","13.72","2,893,121.00","39,706,919.22","39,706,919.22","Financials","NL0011821202","Euronext Amsterdam","Netherlands","EUR"
"AAL","ANGLO AMERICAN PLC","Equity","0.09","42.43","935,746.00","39,701,952.93","39,701,952.93","Materials","GB00B1XZS820","London Stock Exchange","United Kingdom","GBP"
"HUM","HUMANA INC","Equity","0.09","405.51","97,669.00","39,605,756.19","39,605,756.19","Health Care","US4448591028","New York Stock Exchange Inc.","United States","USD"
"FCX","FREEPORT MCMORAN INC","Equity","0.09","36.64","1,075,126.00","39,392,616.64","39,392,616.64","Materials","US35671D8570","New York Stock Exchange Inc.","United States","USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.09","1,916.07","20,540.00","39,356,077.80","39,356,077.80","Consumer Discretionary","US1696561059","New York Stock Exchange Inc.","United States","USD"
"RKT","RECKITT BENCKISER GROUP PLC","Equity","0.09","76.23","515,308.00","39,282,087.30","39,282,087.30","Consumer Staples","GB00B24CGK77","London Stock Exchange","United Kingdom","GBP"
"PRU","PRUDENTIAL PLC","Equity","0.09","21.01","1,868,550.00","39,253,942.51","39,253,942.51","Financials","GB0007099541","London Stock Exchange","United Kingdom","GBP"
"TEL","TE CONNECTIVITY LTD","Equity","0.09","152.69","255,685.00","39,040,542.65","39,040,542.65","Information Technology","CH0102993182","New York Stock Exchange Inc.","United States","USD"
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.09","702.11","55,334.00","38,850,554.74","38,850,554.74","Health Care","US0162551016","NASDAQ","United States","USD"
"BAYN","BAYER AG","Equity","0.09","55.62","696,452.00","38,736,998.72","38,736,998.72","Health Care","DE000BAY0017","Xetra","Germany","EUR"
"EBAY","EBAY INC","Equity","0.09","77.55","498,418.00","38,652,315.90","38,652,315.90","Consumer Discretionary","US2786421030","NASDAQ","United States","USD"
"6501","HITACHI LTD","Equity","0.09","56.14","687,536.00","38,597,853.78","38,597,853.78","Industrials","JP3788600009","Tokyo Stock Exchange","Japan","JPY"
"7974","NINTENDO LTD","Equity","0.09","477.59","80,377.00","38,387,595.92","38,387,595.92","Communication","JP3756600007","Tokyo Stock Exchange","Japan","JPY"
"6594","NIDEC CORP","Equity","0.09","113.69","337,500.00","38,370,069.61","38,370,069.61","Industrials","JP3734800000","Tokyo Stock Exchange","Japan","JPY"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Equity","0.09","115.65","331,471.00","38,333,040.62","38,333,040.62","Financials","CA1360691010","Toronto Stock Exchange","Canada","CAD"
"TWTR","TWITTER INC","Equity","0.09","64.70","586,125.00","37,922,287.50","37,922,287.50","Communication","US90184L1026","New York Stock Exchange Inc.","United States","USD"
"LHX","L3HARRIS TECHNOLOGIES INC","Equity","0.09","232.62","161,755.00","37,627,448.10","37,627,448.10","Industrials","US5024311095","New York Stock Exchange Inc.","United States","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.09","199.49","188,113.00","37,526,662.37","37,526,662.37","Health Care","US92532F1003","NASDAQ","United States","USD"
"TT","TRANE TECHNOLOGIES PLC","Equity","0.08","200.04","186,840.00","37,375,473.60","37,375,473.60","Industrials","IE00BK9ZQ967","New York Stock Exchange Inc.","United States","USD"
"F","FORD MOTOR CO","Equity","0.08","13.05","2,861,375.00","37,340,943.75","37,340,943.75","Consumer Discretionary","US3453708600","New York Stock Exchange Inc.","United States","USD"
"SIKA","SIKA AG","Equity","0.08","363.95","102,580.00","37,334,394.41","37,334,394.41","Materials","CH0418792922","SIX Swiss Exchange","Switzerland","CHF"
"4502","TAKEDA PHARMACEUTICAL LTD","Equity","0.08","33.35","1,119,195.00","37,321,774.94","37,321,774.94","Health Care","JP3463000004","Tokyo Stock Exchange","Japan","JPY"
"IQV","IQVIA HOLDINGS INC","Equity","0.08","261.60","140,146.00","36,662,193.60","36,662,193.60","Health Care","US46266C1053","New York Stock Exchange Inc.","United States","USD"
"LULU","LULULEMON ATHLETICA INC","Equity","0.08","414.52","88,387.00","36,638,179.24","36,638,179.24","Consumer Discretionary","US5500211090","NASDAQ","United States","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Equity","0.08","286.37","127,098.00","36,397,054.26","36,397,054.26","Information Technology","US22788C1053","NASDAQ","United States","USD"
"ROP","ROPER TECHNOLOGIES INC","Equity","0.08","482.65","75,328.00","36,357,059.20","36,357,059.20","Industrials","US7766961061","New York Stock Exchange Inc.","United States","USD"
"WES","WESFARMERS LTD","Equity","0.08","43.94","823,105.00","36,164,739.69","36,164,739.69","Consumer Discretionary","AU000000WES1","Asx - All Markets","Australia","AUD"
