Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"TKIM","PABRIK KERTAS TJIWI KIMIA","Equity","0.01","0.50","2,689,100.00","1,333,322.03","1,333,322.03","Materials","ID1000060403","Indonesia Stock Exchange","Indonesia","IDR"
"IIFL","IIFL FINANCE LTD","Equity","0.01","3.91","340,170.00","1,329,309.50","1,329,309.50","Financials","INE530B01024","National Stock Exchange Of India","India","INR"
"EAST","EASTERN CO.","Equity","0.01","0.74","1,789,117.00","1,327,593.19","1,327,593.19","Consumer Staples","EGS37091C013","Egyptian Exchange","Egypt","EGP"
"OMGE3","OMEGA GERACAO SA","Equity","0.01","6.42","206,983.00","1,327,891.55","1,327,891.55","Utilities","BROMGEACNOR0","XBSP","Brazil","BRL"
"000069","SHENZHEN OVERSEAS CHINESE TOWN LTD","Equity","0.01","1.02","1,295,008.00","1,326,548.60","1,326,548.60","Consumer Discretionary","CNE000000SS0","Shenzhen Stock Exchange","China","CNY"
"601788","EVERBRIGHT SECURITIES LTD A","Equity","0.01","2.43","545,395.00","1,324,962.32","1,324,962.32","Financials","CNE100000FD8","Shanghai Stock Exchange","China","CNY"
"SIDO","INDUSTRI JAMU DAN FARMASI SIDO MUN","Equity","0.01","0.06","23,786,348.00","1,324,222.57","1,324,222.57","Consumer Staples","ID1000130305","Indonesia Stock Exchange","Indonesia","IDR"
"LJQQ3","LOJAS QUERO-QUERO SA","Equity","0.01","3.86","342,513.00","1,323,316.40","1,323,316.40","Consumer Discretionary","BRLJQQACNOR5","XBSP","Brazil","BRL"
"PARAUCO","PARQUE ARAUCO SA","Equity","0.01","1.20","1,101,799.00","1,321,890.10","1,321,890.10","Real Estate","CLP763281068","Santiago Stock Exchange","Chile","CLP"
"AFFLE","AFFLE INDIA LTD","Equity","0.01","62.52","21,157.00","1,322,801.53","1,322,801.53","Communication","INE00WC01019","National Stock Exchange Of India","India","INR"
"009420","HANALL BIOPHARMA LTD","Equity","0.01","21.00","62,886.00","1,320,398.51","1,320,398.51","Health Care","KR7009420001","Korea Exchange (Stock Market)","Korea (South)","KRW"
"3081","LAND MARK CORP","Equity","0.01","8.01","164,900.00","1,320,196.82","1,320,196.82","Information Technology","TW0003081006","Gretai Securities Market","Taiwan","TWD"
"RLX","RLX TECHNOLOGY AMERICAN DEPOSITARY","Equity","0.01","5.13","256,778.00","1,317,271.14","1,317,271.14","Consumer Staples","US74969N1037","New York Stock Exchange Inc.","China","USD"
"777","NETDRAGON WEBSOFT LTD","Equity","0.01","2.17","607,000.00","1,317,506.08","1,317,506.08","Communication","KYG6427W1042","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"CHDRAUIB","GRUPO COMERCIAL CHEDRAUI","Equity","0.01","1.55","850,028.00","1,317,902.33","1,317,902.33","Consumer Staples","MX01CH170002","Bolsa Mexicana De Valores","Mexico","MXN"
"BA.R","BANGKOK AIRWAYS PCL NON-VOTING D","Equity","0.01","0.38","3,471,700.00","1,315,524.03","1,315,524.03","Industrials","TH4403010R10","Stock Exchange Of Thailand","Thailand","THB"
"2070","SAUDI PHARMACEUTICAL INDUST AND ME","Equity","0.01","14.05","93,566.00","1,314,703.83","1,314,703.83","Health Care","SA0007879188","Saudi Stock Exchange","Saudi Arabia","SAR"
"601939","CHINA CONSTRUCTION BANK CORP A","Equity","0.01","0.89","1,472,391.00","1,314,594.14","1,314,594.14","Financials","CNE100000742","Shanghai Stock Exchange","China","CNY"
"601198","DONGXING SECURITIES LTD A","Equity","0.01","1.70","773,086.00","1,312,281.97","1,312,281.97","Financials","CNE100002177","Shanghai Stock Exchange","China","CNY"
"122870","YG ENTERTAINMENT INC","Equity","0.01","51.42","25,541.00","1,313,330.76","1,313,330.76","Communication","KR7122870009","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"667","CHINA EAST EDUCATION HOLDINGS LTD","Equity","0.01","1.06","1,237,000.00","1,312,281.42","1,312,281.42","Consumer Discretionary","KYG2120T1004","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"1666","TONG REN TANG TECHNOLOGIES LTD H","Equity","0.01","0.73","1,788,000.00","1,311,235.98","1,311,235.98","Health Care","CNE100000585","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"000963","HUADONG MEDICINE LTD A","Equity","0.01","4.92","266,030.00","1,308,620.94","1,308,620.94","Health Care","CNE0000011S1","Shenzhen Stock Exchange","China","CNY"
"751","SKYWORTH GROUP LTD","Equity","0.01","0.30","4,390,060.00","1,308,084.12","1,308,084.12","Consumer Discretionary","BMG8181C1001","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"EXCL","XL AXIATA","Equity","0.01","0.19","7,043,500.00","1,308,708.77","1,308,708.77","Communication","ID1000102502","Indonesia Stock Exchange","Indonesia","IDR"
"336370","SOLUS ADVANCED MATERIALS LTD","Equity","0.01","49.96","26,105.00","1,304,299.18","1,304,299.18","Information Technology","KR7336370002","Korea Exchange (Stock Market)","Korea (South)","KRW"
"535","GEMDALE PROPERTIES AND INVESTMENT","Equity","0.01","0.11","11,814,000.00","1,304,886.24","1,304,886.24","Real Estate","BMG3911S1035","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"600705","AVIC INDUSTRY-FINANCE HOLDINGS LTD","Equity","0.01","0.60","2,164,096.00","1,302,623.32","1,302,623.32","Financials","CNE000000KC1","Shanghai Stock Exchange","China","CNY"
"9939","TAIWAN HON CHUAN ENTERPRISE LTD","Equity","0.01","2.70","481,250.00","1,298,733.43","1,298,733.43","Materials","TW0009939009","Taiwan Stock Exchange","Taiwan","TWD"
"046890","SEOUL SEMICONDUCTOR LTD","Equity","0.01","14.14","91,860.00","1,298,958.74","1,298,958.74","Information Technology","KR7046890000","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"002465","GUANGZHOU HAIGE COMMUNICATIONS GRO","Equity","0.01","1.73","749,139.00","1,299,453.50","1,299,453.50","Information Technology","CNE100000T24","Shenzhen Stock Exchange","China","CNY"
"2204","CHINA MOTOR CORP","Equity","0.01","2.41","537,570.00","1,297,912.92","1,297,912.92","Consumer Discretionary","TW0002204005","Taiwan Stock Exchange","Taiwan","TWD"
"2520","KINDOM CONSTRUCTION LTD","Equity","0.01","1.51","858,000.00","1,296,655.45","1,296,655.45","Real Estate","TW0002520004","Taiwan Stock Exchange","Taiwan","TWD"
"600183","SHENGYI TECHNOLOGY LTD A","Equity","0.01","3.70","350,400.00","1,296,392.17","1,296,392.17","Information Technology","CNE000000XL5","Shanghai Stock Exchange","China","CNY"
"AEFES.E","ANADOLU EFES BIRACILIK VE MALT SAN","Equity","0.01","2.54","509,989.00","1,296,272.76","1,296,272.76","Consumer Staples","TRAAEFES91A9","Istanbul Stock Exchange","Turkey","TRY"
"002024","SUNING.COM LTD A","Equity","0.01","0.81","1,591,092.00","1,295,011.90","1,295,011.90","Consumer Discretionary","CNE000001KF2","Shenzhen Stock Exchange","China","CNY"
"300347","HANGZHOU TIGERMED CONSULTING LTD A","Equity","0.01","20.62","62,800.00","1,294,947.55","1,294,947.55","Health Care","CNE100001KV8","Shenzhen Stock Exchange","China","CNY"
"6589","EIRGENIX INC","Equity","0.01","4.64","278,000.00","1,290,394.55","1,290,394.55","Health Care","TW0006589005","Gretai Securities Market","Taiwan","TWD"
"SUPER.R","SUPER ENERGY CORPORATION NON-VOTIN","Equity","0.01","0.03","42,803,200.00","1,292,271.60","1,292,271.60","Utilities","TH0833010R12","Stock Exchange Of Thailand","Thailand","THB"
"APLLTD","ALEMBIC PHARMACEUTICALS LTD","Equity","0.01","10.25","125,934.00","1,291,101.53","1,291,101.53","Health Care","INE901L01018","National Stock Exchange Of India","India","INR"
"002180","NINESTAR CORP A","Equity","0.01","5.63","228,300.00","1,284,818.96","1,284,818.96","Information Technology","CNE1000007W9","Shenzhen Stock Exchange","China","CNY"
"005250","GREEN CROSS HOLDINGS","Equity","0.01","28.24","45,315.00","1,279,623.99","1,279,623.99","Health Care","KR7005250006","Korea Exchange (Stock Market)","Korea (South)","KRW"
"2362","CLEVO","Equity","0.01","1.06","1,209,000.00","1,278,973.79","1,278,973.79","Information Technology","TW0002362001","Taiwan Stock Exchange","Taiwan","TWD"
"DHANI","DHANI SERVICES LTD","Equity","0.01","2.70","473,302.00","1,278,899.57","1,278,899.57","Financials","INE274G01010","National Stock Exchange Of India","India","INR"
"2206","SANYANG INDUSTRY LTD","Equity","0.01","0.98","1,307,000.00","1,276,831.05","1,276,831.05","Consumer Discretionary","TW0002206000","Taiwan Stock Exchange","Taiwan","TWD"
"048530","INTRON BIOTECHNOLOGY INC","Equity","0.01","19.15","66,586.00","1,275,397.09","1,275,397.09","Health Care","KR7048530000","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"600219","SHANDONG NANSHAN ALUMINIUM LTD A","Equity","0.01","0.89","1,434,300.00","1,273,927.21","1,273,927.21","Materials","CNE000001139","Shanghai Stock Exchange","China","CNY"
"RDY","DR REDDYS LABORATORIES ADR REPSG","Equity","0.01","63.18","20,176.00","1,274,719.68","1,274,719.68","Health Care","US2561352038","New York Stock Exchange Inc.","India","USD"
"060250","NHN KCP CORP","Equity","0.01","40.67","31,342.00","1,274,523.63","1,274,523.63","Information Technology","KR7060250008","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"JSMR","JASA MARGA","Equity","0.01","0.27","4,782,999.00","1,274,800.71","1,274,800.71","Industrials","ID1000108103","Indonesia Stock Exchange","Indonesia","IDR"
"600642","SHENERGY LTD A","Equity","0.01","1.01","1,262,250.00","1,271,507.99","1,271,507.99","Utilities","CNE0000005Q7","Shanghai Stock Exchange","China","CNY"
"293780","APTABIO THERAPEUTICS INC","Equity","0.01","48.59","26,186.00","1,272,439.65","1,272,439.65","Health Care","KR7293780003","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"GRAPHITE","GRAPHITE INDIA LTD","Equity","0.01","8.76","145,037.00","1,270,315.02","1,270,315.02","Industrials","INE371A01025","National Stock Exchange Of India","India","INR"
"SONATSOFTW","SONATA SOFTWARE LTD","Equity","0.01","11.56","109,899.00","1,270,535.98","1,270,535.98","Information Technology","INE269A01021","National Stock Exchange Of India","India","INR"
"GRND3","GRENDENE SA","Equity","0.01","2.10","602,243.00","1,266,204.77","1,266,204.77","Consumer Discretionary","BRGRNDACNOR3","XBSP","Brazil","BRL"
"EZTC3","EZ TEC EMPREENDIMENTOS E PARTICIPA","Equity","0.01","5.26","240,938.00","1,266,883.96","1,266,883.96","Consumer Discretionary","BREZTCACNOR0","XBSP","Brazil","BRL"
"DOHOME.R","DOHOME PCL NON-VOTING DR","Equity","0.01","0.78","1,626,551.00","1,265,262.25","1,265,262.25","Consumer Discretionary","TH9301010R11","Stock Exchange Of Thailand","Thailand","THB"
"MDIA3","M DIAS BRANCO INDUSTRIA SA","Equity","0.01","6.25","201,893.00","1,261,746.06","1,261,746.06","Consumer Staples","BRMDIAACNOR7","XBSP","Brazil","BRL"
"073240","KUMHO TIREINC INC","Equity","0.01","5.14","244,908.00","1,259,328.96","1,259,328.96","Consumer Discretionary","KR7073240004","Korea Exchange (Stock Market)","Korea (South)","KRW"
"1896","MAOYAN ENTERTAINMENT","Equity","0.01","1.26","994,200.00","1,255,175.66","1,255,175.66","Consumer Discretionary","KYG5804A1076","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"181710","NHN CORP","Equity","0.01","60.68","20,688.00","1,255,268.80","1,255,268.80","Communication","KR7181710005","Korea Exchange (Stock Market)","Korea (South)","KRW"
"PWON","PAKUWON JATI","Equity","0.01","0.03","39,832,900.00","1,252,920.72","1,252,920.72","Real Estate","ID1000122500","Indonesia Stock Exchange","Indonesia","IDR"
"PGOLD","PURE GOLD PRICE CLUB INC","Equity","0.01","0.80","1,565,400.00","1,253,322.66","1,253,322.66","Consumer Staples","PHY716171079","Philippine Stock Exchange Inc.","Philippines","PHP"
"WBO","WBH OVCON LTD","Equity","0.01","8.28","150,642.00","1,246,971.34","1,246,971.34","Industrials","ZAE000009932","Johannesburg Stock Exchange","South Africa","ZAR"
"861","DIGITAL CHINA HOLDINGS LTD","Equity","0.01","0.61","2,043,500.00","1,241,403.65","1,241,403.65","Information Technology","BMG2759B1072","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"AKZOINDIA","AKZO NOBEL INDIA LTD","Equity","0.01","30.14","41,161.00","1,240,387.08","1,240,387.08","Materials","INE133A01011","National Stock Exchange Of India","India","INR"
"CENTURYTEX","CENTURY TEXTILES AND INDUSTRIES LT","Equity","0.01","10.41","119,098.00","1,240,114.88","1,240,114.88","Materials","INE055A01016","National Stock Exchange Of India","India","INR"
"EDELWEISS","EDELWEISS FINANCIAL SERVICES LTD","Equity","0.01","1.14","1,083,354.00","1,240,410.01","1,240,410.01","Financials","INE532F01054","National Stock Exchange Of India","India","INR"
"MCX","MULTI COMMODITY EXCHANGE OF INDIA","Equity","0.01","20.75","59,704.00","1,238,698.57","1,238,698.57","Financials","INE745G01035","National Stock Exchange Of India","India","INR"
"079550","LIG NEX1 LTD","Equity","0.01","45.16","27,414.00","1,238,134.98","1,238,134.98","Industrials","KR7079550000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"EAT","AMREST HOLDINGS","Equity","0.01","8.35","148,165.00","1,237,485.97","1,237,485.97","Consumer Discretionary","ES0105375002","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"ARMX","ARAMEX","Equity","0.01","1.10","1,121,770.00","1,236,858.96","1,236,858.96","Industrials","AEA002301017","Dubai Financial Market","United Arab Emirates","AED"
"LUCK","LUCKY CEMENT LTD","Equity","0.01","4.97","248,485.00","1,234,024.87","1,234,024.87","Materials","PK0071501016","Karachi Stock Exchange (Guarantee) Limited","Pakistan","PKR"
"3026","HOLYSTONE ENTERPRISE LTD","Equity","0.01","4.37","282,386.00","1,234,546.50","1,234,546.50","Information Technology","TW0003026001","Taiwan Stock Exchange","Taiwan","TWD"
"002841","GUANGZHOU SHIYUAN ELECTRONIC TECHN","Equity","0.01","14.79","83,400.00","1,233,462.08","1,233,462.08","Information Technology","CNE100002K47","Shenzhen Stock Exchange","China","CNY"
"000703","HENGYI PETROCHEMICAL LTD A","Equity","0.01","1.83","675,041.00","1,232,550.96","1,232,550.96","Materials","CNE0000001J1","Shenzhen Stock Exchange","China","CNY"
"002064","HUAFON CHEMICAL LTD A","Equity","0.01","2.11","584,800.00","1,232,472.38","1,232,472.38","Materials","CNE000001NK6","Shenzhen Stock Exchange","China","CNY"
"192080","DOUBLEU GAMES LTD","Equity","0.01","53.56","23,008.00","1,232,377.77","1,232,377.77","Consumer Discretionary","KR7192080000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"MOVI3","MOVIDA PARTICIPACOES SA","Equity","0.01","3.63","339,714.00","1,231,904.33","1,231,904.33","Industrials","BRMOVIACNOR0","XBSP","Brazil","BRL"
"SECB","SECURITY BANK CORP","Equity","0.01","2.26","544,460.00","1,230,374.98","1,230,374.98","Financials","PHY7571C1000","Philippine Stock Exchange Inc.","Philippines","PHP"
"BSDE","BUMI SERPONG DAMAI","Equity","0.01","0.07","18,707,400.00","1,230,236.12","1,230,236.12","Real Estate","ID1000110802","Indonesia Stock Exchange","Indonesia","IDR"
"600332","GUANGZHOU BAIYUNSHAN PHARMACEUTICA","Equity","0.01","4.54","269,850.00","1,225,110.48","1,225,110.48","Health Care","CNE000001733","Shanghai Stock Exchange","China","CNY"
"JSW","JASTRZEBSKA SPOLKA WEGLOWA SA","Equity","0.01","10.15","120,446.00","1,222,119.06","1,222,119.06","Materials","PLJSW0000015","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"BYSI","BEYONDSPRING INC","Equity","0.01","27.59","44,289.00","1,221,933.51","1,221,933.51","Health Care","KYG108301006","NASDAQ","China","USD"
"2355","CHIN-POON INDUSTRIAL LTD","Equity","0.01","1.16","1,046,000.00","1,215,688.25","1,215,688.25","Information Technology","TW0002355005","Taiwan Stock Exchange","Taiwan","TWD"
"GUNKUL.R","GUNKUL ENGINEERING NON-VOTING DR P","Equity","0.01","0.15","8,279,580.00","1,214,134.34","1,214,134.34","Utilities","TH1041010R11","Stock Exchange Of Thailand","Thailand","THB"
"FREN","SMARTFREN TELECOM","Equity","0.01","0.01","135,370,272.00","1,215,223.74","1,215,223.74","Communication","ID1000122302","Indonesia Stock Exchange","Indonesia","IDR"
"300595","OVCTEK CHINA INC A","Equity","0.01","11.08","109,700.00","1,215,550.55","1,215,550.55","Health Care","CNE100002MR0","Shenzhen Stock Exchange","China","CNY"
"KEC","KEC INTERNATIONAL LTD","Equity","0.01","5.71","212,172.00","1,212,338.63","1,212,338.63","Industrials","INE389H01022","National Stock Exchange Of India","India","INR"
"1513","CHUNG-HSIN ELECTRIC & MACHINERY MF","Equity","0.01","1.75","691,000.00","1,205,890.29","1,205,890.29","Industrials","TW0001513000","Taiwan Stock Exchange","Taiwan","TWD"
"BLOOM","BLOOMBERRY RESORTS CORP","Equity","0.01","0.12","9,823,700.00","1,201,417.27","1,201,417.27","Consumer Discretionary","PHY0927M1046","Philippine Stock Exchange Inc.","Philippines","PHP"
"357","HAINAN MEILAN INTERNATIONAL AIRPOR","Equity","0.01","3.15","381,000.00","1,201,306.17","1,201,306.17","Industrials","CNE1000003B2","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"039840","DIO CORP","Equity","0.01","41.44","28,879.00","1,196,640.23","1,196,640.23","Health Care","KR7039840004","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"603160","SHENZHEN GOODIX TECHNOLOGY A","Equity","0.01","16.34","73,200.00","1,196,100.64","1,196,100.64","Information Technology","CNE100002G84","Shanghai Stock Exchange","China","CNY"
"1313","UPC TECHNOLOGY CORP","Equity","0.01","0.88","1,359,435.00","1,195,983.87","1,195,983.87","Materials","TW0001313005","Taiwan Stock Exchange","Taiwan","TWD"
"000050","TIANMA MICROELECTRONICS LTD A","Equity","0.01","2.16","552,600.00","1,195,393.19","1,195,393.19","Information Technology","CNE000000HT1","Shenzhen Stock Exchange","China","CNY"
"3228","RDC SEMICONDUCTOR LTD","Equity","0.01","14.23","84,000.00","1,195,401.47","1,195,401.47","Information Technology","TW0003228003","Gretai Securities Market","Taiwan","TWD"
"KEI","KEI INDUSTRIES LTD","Equity","0.01","10.58","112,789.00","1,193,662.25","1,193,662.25","Industrials","INE878B01027","National Stock Exchange Of India","India","INR"
"600383","GEMDALE CORP A","Equity","0.01","1.49","799,989.00","1,194,549.23","1,194,549.23","Real Estate","CNE000001790","Shanghai Stock Exchange","China","CNY"
"092040","AMICOGEN INC","Equity","0.01","32.14","37,093.00","1,192,087.67","1,192,087.67","Health Care","KR7092040005","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"2031","HSIN KUANG STEEL LTD","Equity","0.01","2.50","475,946.00","1,191,941.48","1,191,941.48","Materials","TW0002031002","Taiwan Stock Exchange","Taiwan","TWD"
"363280","TY HOLDINGS LTD","Equity","0.01","26.40","45,079.00","1,189,898.62","1,189,898.62","Industrials","KR7363280009","Korea Exchange (Stock Market)","Korea (South)","KRW"
"CASTROLIND","CASTROL INDIA LTD","Equity","0.01","1.82","654,282.00","1,188,436.39","1,188,436.39","Materials","INE172A01027","National Stock Exchange Of India","India","INR"
"000977","INSPUR ELECTRONIC INFORMATION INDU","Equity","0.01","4.71","252,120.00","1,187,140.10","1,187,140.10","Information Technology","CNE0000012M2","Shenzhen Stock Exchange","China","CNY"
"108670","LX HAUSYS LTD","Equity","0.01","75.33","15,758.00","1,187,066.20","1,187,066.20","Industrials","KR7108670001","Korea Exchange (Stock Market)","Korea (South)","KRW"
"2768","JIAYUAN INTERNATIONAL GROUP LTD","Equity","0.01","0.40","2,994,000.00","1,188,194.42","1,188,194.42","Real Estate","KYG5139G1001","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"005300","LOTTE CHILSUNG BEVERAGE LTD","Equity","0.01","124.27","9,521.00","1,183,138.37","1,183,138.37","Consumer Staples","KR7005300009","Korea Exchange (Stock Market)","Korea (South)","KRW"
"001440","TAIHAN ELECTRIC WIRE LTD","Equity","0.01","2.16","548,623.00","1,184,839.49","1,184,839.49","Industrials","KR7001440007","Korea Exchange (Stock Market)","Korea (South)","KRW"
"TEAMLEASE","TEAMLEASE SERVICES LTD","Equity","0.01","54.85","21,559.00","1,182,617.67","1,182,617.67","Industrials","INE985S01024","National Stock Exchange Of India","India","INR"
"TAVHL.E","TAV HAVALIMANLARI HOLDING A","Equity","0.01","2.82","418,984.00","1,181,954.86","1,181,954.86","Industrials","TRETAVH00018","Istanbul Stock Exchange","Turkey","TRY"
"JUSTDIAL","JUST DIAL LTD","Equity","0.01","13.00","90,893.00","1,181,361.29","1,181,361.29","Communication","INE599M01018","National Stock Exchange Of India","India","INR"
"056190","SFA ENGINEERING CORP","Equity","0.01","32.01","36,819.00","1,178,548.79","1,178,548.79","Industrials","KR7056190002","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"069260","HUCHEMS FINE CHEMICAL","Equity","0.01","23.01","51,207.00","1,178,307.37","1,178,307.37","Materials","KR7069260008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"033640","NEPES CORP","Equity","0.01","30.64","38,378.00","1,175,826.80","1,175,826.80","Information Technology","KR7033640004","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"AESB3","AES BRASIL SA","Equity","0.01","2.92","402,636.00","1,176,605.63","1,176,605.63","Utilities","BRAESBACNOR7","XBSP","Brazil","BRL"
"300003","LEPU MEDICAL TECHNOLOGY BEIJING LT","Equity","0.01","3.95","297,100.00","1,173,670.51","1,173,670.51","Health Care","CNE100000H44","Shenzhen Stock Exchange","China","CNY"
"ABCAPITAL","ADITYA BIRLA CAPITAL LTD","Equity","0.01","1.50","782,725.00","1,172,321.27","1,172,321.27","Financials","INE674K01013","National Stock Exchange Of India","India","INR"
"CENCOSHOPP","CENCOSUD SHOPPING SA","Equity","0.01","1.41","829,651.00","1,171,372.22","1,171,372.22","Real Estate","CL0002539816","Santiago Stock Exchange","Chile","CLP"
"EH","EHANG HOLDINGS ADR LTD","Equity","0.01","25.79","45,366.00","1,169,989.14","1,169,989.14","Industrials","US26853E1029","NASDAQ","China","USD"
"MXN","MXN CASH","Cash","0.01","4.97","23,544,180.00","1,169,606.53","1,169,606.53","Cash and/or Derivatives","-","-","Mexico","MXN"
"020000","HANDSOME CORP","Equity","0.01","33.59","34,800.00","1,169,096.28","1,169,096.28","Consumer Discretionary","KR7020000006","Korea Exchange (Stock Market)","Korea (South)","KRW"
"025980","ANANTI INC","Equity","0.01","9.56","122,124.00","1,166,973.13","1,166,973.13","Consumer Discretionary","KR7025980004","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"TEN","TEN SQUARE GAMES SA","Equity","0.01","133.68","8,712.00","1,164,663.72","1,164,663.72","Communication","PLTSQGM00016","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"6146","SPORTON INTERNATIONAL INC","Equity","0.01","8.22","141,583.00","1,164,086.70","1,164,086.70","Industrials","TW0006146004","Gretai Securities Market","Taiwan","TWD"
"GREATEC","GREATECH TECHNOLOGY","Equity","0.01","1.66","701,900.00","1,165,049.31","1,165,049.31","Information Technology","MYQ0208OO007","Bursa Malaysia","Malaysia","MYR"
"PNBHOUSING","PNB HOUSING FINANCE LTD","Equity","0.01","8.82","131,813.00","1,163,216.19","1,163,216.19","Financials","INE572E01012","National Stock Exchange Of India","India","INR"
"CEATLTD","CEAT LTD","Equity","0.01","17.57","66,189.00","1,162,782.54","1,162,782.54","Consumer Discretionary","INE482A01020","National Stock Exchange Of India","India","INR"
"1381","CANVEST ENVIRONMENTAL PROTECTION G","Equity","0.01","0.55","2,102,499.00","1,161,131.71","1,161,131.71","Utilities","KYG183221004","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"353200","DAEDUCKELECTRONICS LTD","Equity","0.01","16.03","72,424.00","1,160,670.87","1,160,670.87","Information Technology","KR7353200009","Korea Exchange (Stock Market)","Korea (South)","KRW"
"2338","TAIWAN MASK CORP","Equity","0.01","3.26","355,000.00","1,158,573.66","1,158,573.66","Information Technology","TW0002338001","Taiwan Stock Exchange","Taiwan","TWD"
"BJTOTO","BERJAYA SPORTS TOTO","Equity","0.01","0.48","2,422,383.00","1,153,793.20","1,153,793.20","Consumer Discretionary","MYL1562OO007","Bursa Malaysia","Malaysia","MYR"
"601966","SHANDONG LINGLONG TYRE CO LTD A","Equity","0.01","4.64","248,609.00","1,152,527.72","1,152,527.72","Consumer Discretionary","CNE100002GM3","Shanghai Stock Exchange","China","CNY"
"600015","HUA XIA BANK LTD A","Equity","0.01","0.85","1,358,215.00","1,151,706.47","1,151,706.47","Financials","CNE000001FW7","Shanghai Stock Exchange","China","CNY"
"4142","ADIMMUNE CORP","Equity","0.01","1.86","618,000.00","1,151,877.37","1,151,877.37","Health Care","TW0004142005","Taiwan Stock Exchange","Taiwan","TWD"
"002007","HUALAN BIOLOGICAL ENGINEERING INC","Equity","0.01","4.49","256,150.00","1,149,040.40","1,149,040.40","Health Care","CNE000001JN8","Shenzhen Stock Exchange","China","CNY"
"4128","MICROBIO LTD","Equity","0.01","1.98","580,000.00","1,149,919.94","1,149,919.94","Consumer Staples","TW0004128004","Gretai Securities Market","Taiwan","TWD"
"1357","MEITU INC","Equity","0.01","0.24","4,894,000.00","1,150,250.12","1,150,250.12","Communication","KYG5966D1051","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"1565","ST.SHINE OPTICAL LTD","Equity","0.01","12.07","95,000.00","1,146,843.46","1,146,843.46","Health Care","TW0001565000","Gretai Securities Market","Taiwan","TWD"
"2501","CATHAY REAL ESTATE DEVELOPMENT LTD","Equity","0.01","0.70","1,628,400.00","1,145,502.04","1,145,502.04","Real Estate","TW0002501004","Taiwan Stock Exchange","Taiwan","TWD"
"RLC","ROBINSONS LAND CORP","Equity","0.01","0.34","3,404,858.00","1,144,948.25","1,144,948.25","Real Estate","PHY731961264","Philippine Stock Exchange Inc.","Philippines","PHP"
"2392","CHENG UEI PRECISION INDUSTRY LTD","Equity","0.01","1.40","818,000.00","1,142,018.24","1,142,018.24","Information Technology","TW0002392008","Taiwan Stock Exchange","Taiwan","TWD"
"323990","VAXCELL BIO THERAPEUTICS","Equity","0.01","67.79","16,848.00","1,142,114.92","1,142,114.92","Health Care","KR7323990002","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"300529","JAFRON BIOMEDICAL CO LTD A","Equity","0.01","7.74","147,130.00","1,138,091.28","1,138,091.28","Health Care","CNE100002995","Shenzhen Stock Exchange","China","CNY"
"052690","KEPCO ENGINEERING & CONSTRUCTION I","Equity","0.01","40.96","27,802.00","1,138,908.69","1,138,908.69","Industrials","KR7052690005","Korea Exchange (Stock Market)","Korea (South)","KRW"
"KIB","KUWAIT INTERNATIONAL BANK","Equity","0.01","0.75","1,508,398.00","1,133,304.35","1,133,304.35","Financials","KW0EQ0100069","Kuwait Stock Exchange","Kuwait","KWD"
"3376","SHIN ZU SHING LTD","Equity","0.01","3.71","306,129.00","1,134,565.86","1,134,565.86","Industrials","TW0003376000","Taiwan Stock Exchange","Taiwan","TWD"
"214320","INNOCEAN WORLDWIDE INC","Equity","0.01","50.31","22,547.00","1,134,257.96","1,134,257.96","Communication","KR7214320004","Korea Exchange (Stock Market)","Korea (South)","KRW"
"300720","HANILCMT LTD","Equity","0.01","201.83","5,607.00","1,131,635.17","1,131,635.17","Materials","KR7300720000","Korea Exchange (Stock Market)","Korea (South)","KRW"
